property_id,city,locality,property_type,area_sqft,bedrooms,bathrooms,balconies,floor,total_floors,age_years,facing,furnishing_status,parking_spaces,amenities_score,amenities_list,near_metro,near_school,near_hospital,price_per_sqft,total_price_inr,total_price_lakhs,listed_date,transaction_type,possession_status
PROP03817,Bangalore,Yelahanka,Independent House,1626.0,2,1,2,9,18,2,East,Semi-Furnished,0,0.3,Lift|Parking|Clubhouse,0,0,0,12413.32,20184056,201.84,2024-02-15,Sale,Ready to Move
PROP03818,Hyderabad,Nallagandla,Apartment,563.0,2,2,0,17,19,23,East,Semi-Furnished,0,0.8,Power Backup|Swimming Pool|Lift|Jogging Track|Parking|Children Play Area|Garden|Gym,1,0,0,6865.81,3865453,38.65,2023-07-20,Sale,Under Construction
PROP03819,Hyderabad,Financial District,Apartment,1453.0,2,1,1,23,24,13,North,Semi-Furnished,2,0.2,Security|Parking,0,0,0,6881.51,9998831,99.99,2023-10-14,Sale,Under Construction
PROP03820,Mumbai,Goregaon,Apartment,1224.0,2,3,0,20,26,14,East,Fully Furnished,2,0.3,Jogging Track|Gym|Lift,0,0,1,21298.86,26069808,260.7,2023-03-05,Sale,New Launch
PROP03821,Mumbai,Navi Mumbai,Independent House,1603.0,2,1,2,21,28,24,West,Semi-Furnished,0,0.6,Security|Garden|Power Backup|Swimming Pool|Children Play Area|Parking,0,0,1,19169.74,30729087,307.29,2024-04-04,Resale,Ready to Move
PROP03822,Mumbai,Borivali,Independent House,1449.0,3,3,3,12,14,21,West,Semi-Furnished,1,0.6,Power Backup|Parking|Clubhouse|Gym|Garden|Security,0,0,1,18508.37,26818630,268.19,2023-04-18,Sale,Under Construction
PROP03823,Mumbai,Borivali,Villa,4102.0,3,3,0,18,21,3,North,Unfurnished,0,0.9,Children Play Area|Swimming Pool|Parking|Security|Lift|Power Backup|Clubhouse|Jogging Track|Gym,0,1,1,33884.24,138993159,1389.93,2024-06-06,Resale,Ready to Move
PROP03824,Pune,Kothrud,Apartment,1275.0,2,3,0,6,15,25,North-East,Fully Furnished,0,0.6,Lift|Garden|Jogging Track|Security|Power Backup|Swimming Pool,1,1,0,5647.04,7199972,72.0,2024-03-15,Sale,Ready to Move
PROP03825,Hyderabad,Nallagandla,Apartment,453.0,3,4,3,35,42,1,North,Fully Furnished,1,0.2,Jogging Track|Lift,0,1,0,8046.47,3645049,36.45,2024-02-07,Sale,Under Construction
PROP03826,Bangalore,Yelahanka,Independent House,2009.0,2,1,0,19,23,20,South,Semi-Furnished,1,0.3,Garden|Children Play Area|Swimming Pool,1,1,1,8677.6,17433301,174.33,2023-10-20,Sale,New Launch
PROP03827,Pune,Kothrud,Apartment,1035.0,2,3,1,2,10,17,North-West,Unfurnished,2,0.6,Security|Children Play Area|Gym|Garden|Parking|Clubhouse,0,1,0,5165.56,5346353,53.46,2024-07-22,Sale,Under Construction
PROP03828,Bangalore,JP Nagar,Independent House,1887.0,3,3,2,13,23,8,South,Unfurnished,2,0.5,Swimming Pool|Garden|Clubhouse|Gym|Security,1,0,1,9449.08,17830411,178.3,2022-09-27,Sale,Under Construction
PROP03829,Hyderabad,Nallagandla,Penthouse,2508.0,3,2,0,25,33,23,North-West,Fully Furnished,0,0.9,Jogging Track|Parking|Children Play Area|Lift|Clubhouse|Gym|Security|Power Backup|Garden,1,0,0,9840.94,24681071,246.81,2022-12-05,Sale,New Launch
PROP03830,Bangalore,HSR Layout,Independent House,2373.0,4,3,1,31,32,23,North-East,Semi-Furnished,1,0.2,Garden|Power Backup,0,0,1,8477.97,20118215,201.18,2024-03-20,Resale,Ready to Move
PROP03831,Bangalore,Electronic City,Apartment,1240.0,2,1,1,17,27,15,South,Semi-Furnished,2,0.9,Jogging Track|Gym|Power Backup|Swimming Pool|Garden|Parking|Clubhouse|Lift|Children Play Area,0,1,1,8016.08,9939934,99.4,2024-01-22,Resale,New Launch
PROP03832,Delhi NCR,Greater Noida,Apartment,818.0,4,5,1,11,12,19,North-East,Fully Furnished,0,0.5,Parking|Garden|Children Play Area|Clubhouse|Swimming Pool,0,0,1,11808.98,9659747,96.6,2023-06-16,Sale,Under Construction
PROP03833,Delhi NCR,Vasant Kunj,Independent House,1951.0,4,3,2,29,38,18,North-East,Unfurnished,1,0.2,Power Backup|Children Play Area,1,0,1,12796.7,24966367,249.66,2024-08-12,Sale,New Launch
PROP03834,Pune,Kharadi,Independent House,2053.0,3,3,2,35,43,23,North-West,Fully Furnished,2,0.6,Lift|Parking|Power Backup|Children Play Area|Swimming Pool|Clubhouse,0,1,0,6310.53,12955517,129.56,2023-08-06,Sale,New Launch
PROP03835,Hyderabad,Kondapur,Independent House,1930.0,3,2,0,14,24,23,East,Semi-Furnished,1,1.0,Gym|Clubhouse|Garden|Lift|Swimming Pool|Children Play Area|Parking|Jogging Track|Power Backup|Security,1,1,0,8920.05,17215694,172.16,2024-09-16,Resale,New Launch
PROP03836,Bangalore,Indiranagar,Apartment,841.0,2,2,1,20,26,23,East,Fully Furnished,1,0.4,Children Play Area|Security|Power Backup|Gym,0,1,0,12658.83,10646072,106.46,2022-11-04,Resale,Under Construction
PROP03837,Hyderabad,Begumpet,Apartment,1164.0,2,1,0,18,27,1,North,Fully Furnished,1,0.5,Power Backup|Swimming Pool|Garden|Clubhouse|Children Play Area,1,0,1,9042.77,10525788,105.26,2023-09-08,Resale,New Launch
PROP03838,Delhi NCR,Rohini,Apartment,1064.0,3,4,2,11,13,9,North-East,Unfurnished,1,0.7,Lift|Parking|Jogging Track|Power Backup|Gym|Swimming Pool|Clubhouse,1,1,1,13646.95,14520356,145.2,2023-08-15,Sale,Ready to Move
PROP03839,Mumbai,Malad,Independent House,1709.0,3,3,0,14,22,5,East,Semi-Furnished,2,1.0,Children Play Area|Lift|Security|Clubhouse|Gym|Parking|Garden|Swimming Pool|Jogging Track|Power Backup,0,1,0,24083.87,41159333,411.59,2023-11-11,Sale,New Launch
PROP03840,Bangalore,Marathahalli,Independent House,1950.0,3,3,2,9,12,22,North-East,Unfurnished,2,0.4,Security|Lift|Clubhouse|Parking,1,1,0,7979.34,15559715,155.6,2024-01-22,Resale,Ready to Move
PROP03841,Bangalore,Bellandur,Apartment,1231.0,2,2,0,21,31,12,West,Fully Furnished,0,0.9,Security|Swimming Pool|Children Play Area|Garden|Gym|Lift|Parking|Power Backup|Jogging Track,1,0,0,9322.99,11476598,114.77,2023-06-20,Resale,Under Construction
PROP03842,Delhi NCR,Dwarka,Independent House,2345.0,2,3,0,2,5,3,North,Unfurnished,1,0.6,Clubhouse|Power Backup|Children Play Area|Garden|Jogging Track|Lift,0,1,0,11722.76,27489863,274.9,2022-09-14,Resale,New Launch
PROP03843,Mumbai,Andheri,Apartment,1260.0,4,3,0,9,12,14,North,Unfurnished,0,1.0,Jogging Track|Garden|Children Play Area|Swimming Pool|Parking|Gym|Clubhouse|Lift|Security|Power Backup,0,0,0,17461.94,22002039,220.02,2022-07-16,Sale,New Launch
PROP03844,Delhi NCR,Indirapuram,Apartment,997.0,3,2,1,16,26,11,South,Fully Furnished,0,1.0,Swimming Pool|Jogging Track|Children Play Area|Gym|Lift|Security|Parking|Clubhouse|Garden|Power Backup,0,0,1,11859.56,11823980,118.24,2022-07-01,Resale,New Launch
PROP03845,Hyderabad,Miyapur,Villa,4110.0,5,5,0,14,23,0,North-East,Unfurnished,0,0.5,Swimming Pool|Lift|Jogging Track|Security|Power Backup,1,1,0,13036.65,53580637,535.81,2022-06-02,Sale,New Launch
PROP03846,Hyderabad,Kondapur,Apartment,1421.0,3,4,0,14,17,23,North-East,Semi-Furnished,1,0.3,Lift|Swimming Pool|Garden,1,0,0,7366.45,10467722,104.68,2024-12-26,Sale,Under Construction
PROP03847,Delhi NCR,Rohini,Apartment,984.0,2,3,0,1,9,21,West,Fully Furnished,0,0.7,Garden|Children Play Area|Power Backup|Parking|Gym|Jogging Track|Lift,1,1,1,9701.01,9545790,95.46,2023-09-05,Sale,Under Construction
PROP03848,Bangalore,Hebbal,Apartment,583.0,2,2,1,1,10,22,North-East,Fully Furnished,0,0.2,Power Backup|Swimming Pool,0,1,1,9017.88,5257422,52.57,2022-08-19,Resale,Under Construction
PROP03849,Pune,Viman Nagar,Apartment,939.0,1,2,0,35,41,12,West,Unfurnished,1,0.7,Garden|Power Backup|Swimming Pool|Jogging Track|Gym|Security|Parking,1,0,0,7557.66,7096641,70.97,2024-01-08,Sale,Ready to Move
PROP03850,Delhi NCR,Vasant Kunj,Independent House,1492.0,4,4,2,16,22,16,East,Unfurnished,2,0.2,Clubhouse|Power Backup,0,0,1,13318.77,19871601,198.72,2024-04-02,Resale,Ready to Move
PROP03851,Mumbai,Goregaon,Independent House,1446.0,3,3,2,22,28,24,South,Fully Furnished,1,0.2,Garden|Children Play Area,1,0,0,15617.41,22582774,225.83,2022-01-18,Sale,New Launch
PROP03852,Bangalore,Whitefield,Penthouse,2809.0,4,3,0,32,37,18,North,Semi-Furnished,2,1.0,Gym|Parking|Security|Children Play Area|Clubhouse|Lift|Power Backup|Jogging Track|Garden|Swimming Pool,1,0,1,20538.9,57693778,576.94,2023-01-26,Resale,Ready to Move
PROP03853,Bangalore,Bannerghatta Road,Apartment,973.0,4,5,2,32,39,1,North,Fully Furnished,2,0.2,Garden|Jogging Track,1,0,0,10609.99,10323522,103.24,2022-08-02,Sale,Ready to Move
PROP03854,Bangalore,Sarjapur Road,Apartment,917.0,2,1,2,2,12,3,North,Semi-Furnished,0,1.0,Security|Gym|Clubhouse|Jogging Track|Parking|Children Play Area|Garden|Swimming Pool|Power Backup|Lift,0,1,1,10763.21,9869868,98.7,2022-11-22,Resale,New Launch
PROP03855,Hyderabad,Hitech City,Independent House,1417.0,4,3,1,15,23,6,West,Unfurnished,2,1.0,Gym|Children Play Area|Clubhouse|Security|Power Backup|Swimming Pool|Parking|Lift|Garden|Jogging Track,0,0,0,13735.9,19463767,194.64,2024-01-24,Resale,New Launch
PROP03856,Bangalore,Bannerghatta Road,Apartment,1015.0,3,2,3,13,20,24,North-East,Unfurnished,2,0.2,Gym|Jogging Track,0,1,0,7269.69,7378731,73.79,2023-12-31,Resale,Ready to Move
PROP03857,Pune,Hadapsar,Studio,504.0,1,2,0,5,12,21,West,Semi-Furnished,0,0.5,Swimming Pool|Lift|Power Backup|Garden|Jogging Track,0,1,0,4802.29,2420353,24.2,2022-04-15,Resale,Ready to Move
PROP03858,Hyderabad,Jubilee Hills,Villa,4183.0,4,4,1,3,7,0,South,Fully Furnished,1,0.7,Parking|Security|Garden|Children Play Area|Power Backup|Clubhouse|Gym,0,1,0,17297.72,72356346,723.56,2023-03-24,Resale,Under Construction
PROP03859,Hyderabad,Begumpet,Independent House,1736.0,4,5,2,18,22,9,North,Semi-Furnished,0,0.2,Clubhouse|Swimming Pool,0,1,1,9627.33,16713046,167.13,2024-05-12,Sale,Ready to Move
PROP03860,Bangalore,HSR Layout,Apartment,1398.0,1,1,0,35,43,21,West,Unfurnished,1,0.6,Swimming Pool|Jogging Track|Lift|Children Play Area|Power Backup|Gym,0,0,0,8662.43,12110075,121.1,2024-02-25,Sale,New Launch
PROP03861,Hyderabad,Miyapur,Apartment,535.0,4,3,0,26,31,14,North-East,Semi-Furnished,2,0.3,Gym|Garden|Power Backup,0,1,0,8502.78,4548989,45.49,2023-01-25,Sale,New Launch
PROP03862,Bangalore,Bannerghatta Road,Villa,2589.0,4,5,0,0,8,11,East,Unfurnished,2,0.5,Power Backup|Swimming Pool|Garden|Lift|Security,0,1,0,10731.71,27784393,277.84,2024-12-29,Sale,Under Construction
PROP03863,Bangalore,HSR Layout,Independent House,1562.0,4,4,1,2,4,21,East,Fully Furnished,2,0.8,Gym|Parking|Security|Jogging Track|Power Backup|Garden|Children Play Area|Clubhouse,1,0,0,9945.39,15534707,155.35,2023-05-05,Sale,Ready to Move
PROP03864,Bangalore,Marathahalli,Independent House,2296.0,4,3,0,32,36,2,North-West,Semi-Furnished,0,1.0,Children Play Area|Lift|Security|Clubhouse|Swimming Pool|Parking|Gym|Jogging Track|Garden|Power Backup,0,0,0,13272.04,30472604,304.73,2022-10-12,Resale,Under Construction
PROP03865,Bangalore,Whitefield,Apartment,1235.0,1,1,0,21,25,6,West,Unfurnished,0,0.9,Garden|Lift|Security|Parking|Children Play Area|Jogging Track|Power Backup|Swimming Pool|Clubhouse,0,1,1,12118.67,14966557,149.67,2022-03-23,Sale,Under Construction
PROP03866,Hyderabad,Secunderabad,Villa,3074.0,4,5,0,10,14,22,South,Fully Furnished,2,0.4,Security|Gym|Clubhouse|Lift,1,0,0,10323.93,31735757,317.36,2022-11-08,Resale,New Launch
PROP03867,Delhi NCR,Vasant Kunj,Independent House,1632.0,2,1,1,5,12,18,South,Semi-Furnished,2,0.2,Swimming Pool|Garden,0,1,1,9105.98,14860957,148.61,2022-07-28,Resale,New Launch
PROP03868,Hyderabad,Madhapur,Apartment,1524.0,3,2,2,4,12,19,North,Semi-Furnished,2,0.4,Swimming Pool|Jogging Track|Lift|Clubhouse,0,1,1,5797.68,8835659,88.36,2024-03-13,Sale,Ready to Move
PROP03869,Bangalore,Sarjapur Road,Studio,426.0,1,2,0,28,36,13,South,Unfurnished,0,0.2,Gym|Lift,1,1,1,6498.7,2768448,27.68,2022-11-09,Resale,New Launch
PROP03870,Delhi NCR,Greater Noida,Independent House,1693.0,3,3,1,34,37,16,North,Semi-Furnished,2,0.9,Swimming Pool|Clubhouse|Jogging Track|Children Play Area|Power Backup|Security|Parking|Lift|Gym,0,0,1,11858.17,20075878,200.76,2024-07-19,Resale,Ready to Move
PROP03871,Bangalore,Electronic City,Apartment,1582.0,4,3,3,11,13,14,South,Fully Furnished,1,0.9,Jogging Track|Lift|Children Play Area|Gym|Power Backup|Clubhouse|Swimming Pool|Parking|Security,1,0,0,11872.07,18781617,187.82,2023-07-30,Resale,Under Construction
PROP03872,Bangalore,Koramangala,Villa,3000.0,4,5,3,2,6,1,West,Unfurnished,2,1.0,Lift|Power Backup|Children Play Area|Parking|Security|Gym|Garden|Swimming Pool|Clubhouse|Jogging Track,1,1,1,19094.26,57282769,572.83,2022-05-09,Sale,Under Construction
PROP03873,Pune,Kothrud,Independent House,1549.0,4,3,1,31,36,24,North-East,Fully Furnished,1,0.5,Garden|Clubhouse|Security|Jogging Track|Gym,1,0,1,7411.82,11480905,114.81,2023-09-17,Sale,Under Construction
PROP03874,Hyderabad,Kokapet,Apartment,666.0,3,2,1,29,36,7,South,Fully Furnished,1,1.0,Parking|Clubhouse|Children Play Area|Jogging Track|Lift|Gym|Garden|Security|Swimming Pool|Power Backup,0,1,1,8078.91,5380551,53.81,2022-01-16,Sale,Under Construction
PROP03875,Mumbai,Goregaon,Apartment,1111.0,1,2,1,32,37,14,North,Semi-Furnished,1,0.3,Children Play Area|Parking|Garden,1,0,1,18498.33,20551646,205.52,2023-01-22,Resale,Under Construction
PROP03876,Bangalore,Whitefield,Independent House,2330.0,3,3,0,1,7,6,West,Unfurnished,1,0.9,Security|Children Play Area|Parking|Jogging Track|Power Backup|Gym|Swimming Pool|Lift|Clubhouse,1,0,0,12272.17,28594162,285.94,2024-07-16,Sale,New Launch
PROP03877,Delhi NCR,Rohini,Villa,2198.0,4,3,1,28,29,16,North-West,Unfurnished,0,0.7,Lift|Power Backup|Gym|Children Play Area|Jogging Track|Garden|Security,0,1,0,13184.15,28978766,289.79,2023-03-25,Resale,Ready to Move
PROP03878,Pune,Wakad,Penthouse,3165.0,5,4,3,9,10,11,East,Unfurnished,0,0.8,Garden|Lift|Security|Power Backup|Parking|Jogging Track|Swimming Pool|Children Play Area,1,1,1,12039.09,38103730,381.04,2022-04-08,Sale,Ready to Move
PROP03879,Delhi NCR,Dwarka,Apartment,1116.0,3,2,3,15,19,18,South,Semi-Furnished,1,0.2,Power Backup|Lift,1,1,1,11238.98,12542698,125.43,2023-06-21,Sale,Ready to Move
PROP03880,Bangalore,Marathahalli,Independent House,1488.0,3,2,0,15,19,20,North,Unfurnished,2,0.8,Garden|Swimming Pool|Jogging Track|Children Play Area|Parking|Power Backup|Security|Gym,0,0,0,10115.1,15051271,150.51,2023-07-13,Sale,Ready to Move
PROP03881,Bangalore,Whitefield,Apartment,1109.0,2,3,1,23,25,6,East,Fully Furnished,1,0.5,Children Play Area|Security|Power Backup|Garden|Lift,1,1,1,16399.7,18187263,181.87,2024-01-07,Resale,Under Construction
PROP03882,Bangalore,Marathahalli,Villa,2986.0,5,5,0,10,20,14,North,Semi-Furnished,1,1.0,Jogging Track|Gym|Children Play Area|Lift|Parking|Garden|Security|Clubhouse|Swimming Pool|Power Backup,1,0,1,14204.91,42415847,424.16,2022-03-31,Sale,Ready to Move
PROP03883,Hyderabad,Banjara Hills,Villa,2895.0,6,7,3,31,41,17,East,Semi-Furnished,2,0.9,Security|Garden|Parking|Swimming Pool|Clubhouse|Power Backup|Lift|Jogging Track|Gym,1,1,1,14378.17,41624790,416.25,2023-03-07,Sale,Under Construction
PROP03884,Hyderabad,Financial District,Apartment,1059.0,2,3,0,27,28,4,West,Unfurnished,2,0.6,Clubhouse|Swimming Pool|Lift|Security|Garden|Children Play Area,0,0,1,9453.62,10011385,100.11,2023-12-30,Sale,New Launch
PROP03885,Hyderabad,Financial District,Independent House,1093.0,2,1,1,20,22,4,East,Unfurnished,0,1.0,Power Backup|Gym|Jogging Track|Swimming Pool|Security|Parking|Garden|Lift|Clubhouse|Children Play Area,0,0,1,9288.24,10152051,101.52,2022-03-11,Sale,Under Construction
PROP03886,Hyderabad,Madhapur,Apartment,1055.0,2,1,1,16,24,7,North-East,Unfurnished,1,0.5,Power Backup|Parking|Lift|Gym|Jogging Track,1,1,0,8100.83,8546380,85.46,2022-02-08,Resale,Ready to Move
PROP03887,Delhi NCR,Faridabad,Studio,571.0,1,1,0,35,40,15,South,Fully Furnished,1,0.3,Gym|Jogging Track|Clubhouse,0,0,0,8808.5,5029652,50.3,2024-09-13,Resale,New Launch
PROP03888,Hyderabad,Jubilee Hills,Apartment,956.0,3,4,0,8,13,25,North-East,Unfurnished,1,1.0,Jogging Track|Parking|Children Play Area|Clubhouse|Swimming Pool|Power Backup|Security|Garden|Gym|Lift,1,0,1,8257.02,7893712,78.94,2024-08-11,Resale,Under Construction
PROP03889,Bangalore,Koramangala,Independent House,1653.0,2,3,0,6,10,2,West,Unfurnished,0,0.8,Gym|Lift|Clubhouse|Parking|Power Backup|Children Play Area|Garden|Security,1,1,1,16566.15,27383851,273.84,2023-11-02,Resale,Under Construction
PROP03890,Bangalore,Yelahanka,Independent House,2555.0,2,3,1,12,22,22,West,Unfurnished,2,0.3,Jogging Track|Lift|Parking,0,1,1,7093.24,18123234,181.23,2023-08-13,Sale,Under Construction
PROP03891,Mumbai,Chembur,Villa,2985.0,3,3,3,29,39,8,North-East,Semi-Furnished,2,0.6,Lift|Swimming Pool|Parking|Power Backup|Clubhouse|Jogging Track,0,0,0,31149.25,92980507,929.81,2023-05-27,Sale,New Launch
PROP03892,Mumbai,Kurla,Villa,1874.0,5,4,0,20,26,1,North-West,Unfurnished,2,0.6,Gym|Power Backup|Children Play Area|Garden|Parking|Clubhouse,0,1,0,30360.02,56894670,568.95,2023-08-01,Sale,New Launch
PROP03893,Bangalore,Bellandur,Apartment,748.0,2,2,0,19,29,11,South,Unfurnished,2,0.4,Children Play Area|Swimming Pool|Parking|Gym,0,0,1,10571.49,7907475,79.07,2024-02-26,Resale,Ready to Move
PROP03894,Delhi NCR,Vasant Kunj,Apartment,897.0,4,5,0,31,38,14,North-West,Fully Furnished,1,0.5,Swimming Pool|Security|Jogging Track|Lift|Clubhouse,0,0,1,12483.48,11197684,111.98,2022-02-06,Sale,Ready to Move
PROP03895,Bangalore,Sarjapur Road,Apartment,1539.0,3,3,1,1,4,8,North-West,Semi-Furnished,1,0.2,Garden|Power Backup,1,0,1,10514.49,16181803,161.82,2024-03-07,Sale,New Launch
PROP03896,Hyderabad,Nallagandla,Villa,2976.0,5,5,1,24,27,11,South,Semi-Furnished,1,0.7,Security|Children Play Area|Swimming Pool|Jogging Track|Gym|Garden|Parking,1,0,1,13620.23,40533812,405.34,2022-08-08,Resale,Under Construction
PROP03897,Hyderabad,Nallagandla,Apartment,1147.0,2,2,1,8,13,14,North-West,Semi-Furnished,0,0.2,Lift|Swimming Pool,0,1,0,8449.52,9691602,96.92,2024-09-02,Sale,Ready to Move
PROP03898,Hyderabad,Madhapur,Studio,514.0,1,2,1,22,27,4,North-West,Semi-Furnished,1,0.2,Gym|Garden,0,0,1,8714.14,4479066,44.79,2022-10-20,Resale,New Launch
PROP03899,Hyderabad,Secunderabad,Apartment,1533.0,3,3,1,4,12,6,North-West,Fully Furnished,2,0.2,Children Play Area|Parking,0,0,0,9315.96,14281365,142.81,2022-04-19,Resale,Ready to Move
PROP03900,Mumbai,Borivali,Apartment,1207.0,3,2,2,13,16,2,North,Fully Furnished,2,0.8,Parking|Children Play Area|Clubhouse|Security|Swimming Pool|Power Backup|Garden|Gym,0,1,1,29584.42,35708399,357.08,2022-03-06,Resale,Ready to Move
PROP03901,Hyderabad,Secunderabad,Independent House,1092.0,2,2,1,21,30,9,North-West,Semi-Furnished,1,0.2,Gym|Lift,1,0,0,9055.1,9888173,98.88,2022-11-16,Resale,Ready to Move
PROP03902,Mumbai,Malad,Apartment,1821.0,4,5,0,24,31,25,North,Unfurnished,2,0.5,Security|Jogging Track|Children Play Area|Power Backup|Parking,1,1,0,18041.12,32852881,328.53,2022-07-02,Resale,Ready to Move
PROP03903,Hyderabad,Madhapur,Independent House,1239.0,2,3,0,32,34,6,North-West,Fully Furnished,0,0.2,Clubhouse|Lift,0,0,0,7252.15,8985419,89.85,2024-04-16,Sale,Under Construction
PROP03904,Hyderabad,Kokapet,Apartment,1317.0,3,3,1,8,18,6,East,Fully Furnished,2,0.3,Swimming Pool|Lift|Parking,0,1,0,8037.72,10585679,105.86,2022-05-04,Resale,Under Construction
PROP03905,Bangalore,Koramangala,Apartment,1470.0,2,2,2,35,42,13,North-East,Fully Furnished,1,0.2,Swimming Pool|Garden,1,1,0,14252.43,20951073,209.51,2023-03-10,Resale,Under Construction
PROP03906,Hyderabad,Jubilee Hills,Apartment,1298.0,4,5,1,0,5,25,North,Semi-Furnished,1,0.7,Children Play Area|Garden|Clubhouse|Gym|Parking|Jogging Track|Security,1,1,0,7832.09,10166054,101.66,2024-09-07,Sale,Under Construction
PROP03907,Delhi NCR,Vasant Kunj,Penthouse,2645.0,5,4,3,23,27,7,West,Fully Furnished,1,0.7,Parking|Garden|Lift|Swimming Pool|Jogging Track|Security|Clubhouse,1,1,1,21338.02,56439055,564.39,2024-11-16,Resale,Under Construction
PROP03908,Hyderabad,Ameerpet,Independent House,877.0,4,5,1,14,23,19,North,Semi-Furnished,2,0.4,Parking|Lift|Gym|Power Backup,1,0,1,8993.41,7887221,78.87,2023-05-10,Sale,New Launch
PROP03909,Pune,Wakad,Apartment,434.0,4,3,3,30,36,1,South,Semi-Furnished,1,1.0,Children Play Area|Parking|Garden|Clubhouse|Security|Lift|Gym|Jogging Track|Power Backup|Swimming Pool,0,0,0,8647.96,3753214,37.53,2022-10-12,Resale,Under Construction
PROP03910,Delhi NCR,Rohini,Villa,3338.0,4,5,3,35,44,13,East,Unfurnished,2,0.4,Garden|Parking|Clubhouse|Security,0,0,0,16168.73,53971216,539.71,2023-08-04,Resale,New Launch
PROP03911,Delhi NCR,Indirapuram,Independent House,1544.0,3,4,1,8,16,14,North,Fully Furnished,1,0.2,Garden|Jogging Track,1,1,0,13727.53,21195314,211.95,2023-07-19,Sale,Ready to Move
PROP03912,Bangalore,Indiranagar,Villa,3167.0,3,4,2,20,25,9,North,Semi-Furnished,0,0.4,Children Play Area|Lift|Gym|Security,0,1,1,21594.94,68391189,683.91,2022-07-04,Sale,New Launch
PROP03913,Bangalore,JP Nagar,Independent House,1512.0,3,3,1,13,23,20,North-West,Fully Furnished,2,0.4,Jogging Track|Garden|Lift|Children Play Area,0,0,1,10198.7,15420432,154.2,2023-12-08,Sale,Under Construction
PROP03914,Delhi NCR,Rohini,Apartment,759.0,2,3,0,3,4,1,West,Semi-Furnished,0,0.3,Gym|Lift|Security,1,0,1,10356.3,7860433,78.6,2022-07-03,Sale,Ready to Move
PROP03915,Hyderabad,Kokapet,Apartment,1134.0,3,4,1,19,24,24,South,Unfurnished,0,0.4,Clubhouse|Parking|Children Play Area|Jogging Track,0,0,1,6231.57,7066605,70.67,2024-03-08,Sale,New Launch
PROP03916,Hyderabad,Ameerpet,Independent House,300.0,2,2,1,23,29,24,North,Fully Furnished,2,0.2,Parking|Gym,0,1,0,7780.05,2334015,23.34,2024-06-24,Sale,Ready to Move
PROP03917,Bangalore,JP Nagar,Villa,2098.0,6,6,0,6,8,15,North-West,Semi-Furnished,0,0.3,Garden|Children Play Area|Lift,1,0,0,12750.79,26751168,267.51,2023-04-20,Sale,Ready to Move
PROP03918,Bangalore,HSR Layout,Studio,419.0,1,1,1,12,15,4,East,Semi-Furnished,2,0.3,Clubhouse|Lift|Security,1,1,1,10729.59,4495697,44.96,2022-07-18,Sale,Ready to Move
PROP03919,Bangalore,Whitefield,Independent House,1984.0,2,3,1,8,12,8,North-West,Unfurnished,1,0.9,Lift|Garden|Clubhouse|Parking|Power Backup|Security|Gym|Jogging Track|Children Play Area,1,0,0,13848.96,27476341,274.76,2022-11-08,Sale,New Launch
PROP03920,Hyderabad,Banjara Hills,Villa,2813.0,4,5,0,17,27,22,East,Semi-Furnished,0,0.3,Lift|Gym|Children Play Area,0,1,0,12315.73,34644141,346.44,2024-07-06,Sale,Under Construction
PROP03921,Hyderabad,Miyapur,Apartment,866.0,1,2,1,30,39,4,East,Fully Furnished,2,0.9,Power Backup|Children Play Area|Swimming Pool|Clubhouse|Parking|Garden|Gym|Lift|Security,0,1,1,10034.77,8690109,86.9,2023-07-04,Resale,Under Construction
PROP03922,Delhi NCR,Dwarka,Apartment,1676.0,2,2,2,23,26,22,North,Unfurnished,2,0.4,Security|Clubhouse|Gym|Parking,1,0,1,10112.62,16948757,169.49,2023-12-14,Resale,Ready to Move
PROP03923,Hyderabad,Banjara Hills,Apartment,919.0,2,2,2,2,10,15,West,Unfurnished,1,0.6,Swimming Pool|Security|Parking|Jogging Track|Lift|Garden,0,0,1,9344.67,8587751,85.88,2022-02-21,Resale,Ready to Move
PROP03924,Bangalore,Yelahanka,Villa,2304.0,6,6,2,33,39,4,North,Semi-Furnished,2,0.4,Security|Clubhouse|Garden|Jogging Track,0,0,0,13897.0,32018689,320.19,2022-03-30,Resale,New Launch
PROP03925,Bangalore,Hebbal,Villa,3680.0,3,2,3,18,23,21,West,Semi-Furnished,1,0.9,Gym|Swimming Pool|Security|Jogging Track|Clubhouse|Garden|Parking|Lift|Power Backup,1,0,0,13763.02,50647904,506.48,2024-08-20,Resale,Ready to Move
PROP03926,Bangalore,HSR Layout,Independent House,1628.0,3,4,3,24,31,5,South,Semi-Furnished,0,0.3,Swimming Pool|Parking|Power Backup,1,0,1,11465.62,18666034,186.66,2024-06-17,Resale,Ready to Move
PROP03927,Hyderabad,Tellapur,Apartment,852.0,2,3,2,13,15,21,South,Semi-Furnished,2,1.0,Jogging Track|Lift|Gym|Swimming Pool|Parking|Garden|Security|Children Play Area|Power Backup|Clubhouse,0,0,0,7216.45,6148414,61.48,2022-06-09,Resale,Ready to Move
PROP03928,Hyderabad,Gachibowli,Apartment,797.0,1,1,1,6,11,13,East,Unfurnished,2,0.7,Children Play Area|Lift|Clubhouse|Jogging Track|Parking|Gym|Security,1,1,0,11001.91,8768518,87.69,2023-04-21,Sale,Ready to Move
